referencing_db,referencing_entity_name,referencing_description,referencing_minor_id,referencing_class_desc,referenced_server_name,referenced_database_name,referenced_schema_name,referenced_entity_name,referenced_column_name,is_caller_dependent,is_ambiguous
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,CUSTTABLE,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIRPARTYTABLE,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,ECORESPRODUCT,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTDIM,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTPOSTING,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTTABLE,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTTRANS,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTTRANSORIGIN,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,LOGISTICSPOSTALADDRESS,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,MAINACCOUNT,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SALESLINE,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SALESTABLE,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,UNITOFMEASURE,(n/a),0,0
BI,zExcel_ChemProd_Reconcile,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,UNITOFMEASURECONVERSION,(n/a),0,0
BI,AX_PO_SCInvoiceReceiptReview,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,ACCOUNTINGDISTRIBUTION,(n/a),0,0
BI,AX_PO_SCInvoiceReceiptReview,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJECTACCOUNTINGDISTRIBUTION,(n/a),0,0
BI,AX_PO_SCInvoiceReceiptReview,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,TAXTRANS,(n/a),0,0
BI,AX_PO_SCInvoiceReceiptReview,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VENDINVOICEJOUR,(n/a),0,0
BI,AX_SCA_Master,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,CONTACTPERSON,(n/a),0,0
BI,AX_SCA_Master,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,CUSTTABLE,(n/a),0,0
BI,AX_SCA_Master,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIRPARTYTABLE,(n/a),0,0
BI,AX_SCA_Master,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SESSCATABLE,(n/a),0,0
BI,AX_SCA_Master,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SESUWITABLE,(n/a),0,0
BI,AX_SCA_Master,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SMMBUSRELTABLE,(n/a),0,0
BI,AX_BOL_Details,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,LOGISTICSPOSTALADDRESSVIEW,(n/a),0,0
BI,AX_BOL_Details,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,WMSBILLOFLADING,(n/a),0,0
BI,AX_BOL_Details,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,WMSBILLOFLADINGORDER,(n/a),0,0
BI,AX_PurchaseOrder_InvoiceDetails,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PurchLine,(n/a),0,0
BI,AX_PurchaseOrder_InvoiceDetails,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VendInvoiceJour,(n/a),0,0
BI,AX_PurchaseOrder_InvoiceDetails,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VendInvoiceTrans,(n/a),0,0
BI,AX_PurchaseOrder_InvoiceDetails,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VendTrans,(n/a),0,0
BI,AX_PRDAR_WeeklyDSO,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DimensionAttributeValueCombination,(n/a),0,0
BI,AX_PRDAR_WeeklyDSO,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,FiscalCalendarPeriod,(n/a),0,0
BI,AX_PRDAR_WeeklyDSO,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,GeneralJournalAccountEntry,(n/a),0,0
BI,AX_PRDAR_WeeklyDSO,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,GeneralJournalEntry,(n/a),0,0
BI,AX_PRDAR_WeeklyDSO,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTPOSTING,(n/a),0,0
BI,AX_PRDAR_WeeklyDSO,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,Ledger,(n/a),0,0
BI,AX_PRDAR_WeeklyDSO,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,MainAccount,(n/a),0,0
BI,AX_PRDAR_WeeklyDSO,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SALESLINE,(n/a),0,0
BI,AX_PRDAR_WeeklyDSO,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SALESTABLE,(n/a),0,0
BI,AX_Vendor_Master,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIRPARTYTABLE,(n/a),0,0
BI,AX_Vendor_Master,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VENDTABLE,(n/a),0,0
BI,AX_PO_SCMasterTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIRPARTYTABLE,(n/a),0,0
BI,zUpload_LBZ_ItemMaster,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,CUSTVENDEXTERNALITEM,(n/a),0,0
BI,zUpload_LBZ_ItemMaster,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTDANGEROUSGOODDETAIL,(n/a),0,0
BI,zUpload_LBZ_ItemMaster,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTTABLEADDITIONALATTRIBUTES,(n/a),0,0
BI,PowerApp_TA_AncillaryServices,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SESAncillaryServiceTable,(n/a),0,0
BI,PowerApp_TA_StandardSalePrice,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,InventTableModule,(n/a),0,0
BI,PowerApp_TA_FacilityBasePrice,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,EcoResProduct,(n/a),0,0
BI,PowerApp_TA_FacilityBasePrice,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,EcoResProductTranslation,(n/a),0,0
BI,PowerApp_TA_FacilityBasePrice,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,InventDim,(n/a),0,0
BI,PowerApp_TA_FacilityBasePrice,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PriceDiscTable,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIRPARTYTABLE,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,ECORESPRODUCT,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,EcoResProductTranslation,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTMODELGROUPITEM,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,LEDGERJOURNALTABLE,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,LEDGERJOURNALTRANS,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,LEDGERJOURNALTRANS_PROJECT,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJCAPITALTYPE,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJCATEGORY,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJITEMTRANS,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJPOSTTRANSVIEW,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJTABLE,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PURCHLINE,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VENDINVOICEJOUR,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VENDINVOICETRANS,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VENDTABLE,(n/a),0,0
BI,AX_PJ_SCNonPOTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VENDTRANS,(n/a),0,0
BI,zExcel_ChemProd_SalesGL,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,CUSTINVOICEJOUR,(n/a),0,0
BI,zExcel_ChemProd_SalesGL,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,CustPackingSlipJour,(n/a),0,0
BI,zExcel_ChemProd_SalesGL,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,CUSTTABLE,(n/a),0,0
BI,zExcel_ChemProd_SalesGL,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIMENSIONATTRIBUTEVALUECOMBINATION,(n/a),0,0
BI,zExcel_ChemProd_SalesGL,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIRPARTYTABLE,(n/a),0,0
BI,zExcel_ChemProd_SalesGL,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,GeneralJournalAccountEntry,(n/a),0,0
BI,zExcel_ChemProd_SalesGL,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,GeneralJournalEntry,(n/a),0,0
BI,zExcel_ChemProd_SalesGL,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTTRANS,(n/a),0,0
BI,zExcel_ChemProd_SalesGL,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,LOGISTICSPOSTALADDRESS,(n/a),0,0
BI,zExcel_ChemProd_SalesGL,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,MAINAccount,(n/a),0,0
BI,zExcel_ChemProd_SalesGL,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SALESTABLE,(n/a),0,0
BI,zExcel_ChemProd_SalesGL,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,TRANSACTIONLOG,(n/a),0,0
BI,AX_PJ_SCProjMasterCalculations,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,ACCOUNTINGDISTRIBUTION,(n/a),0,0
BI,AX_PJ_SCProjMasterCalculations,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJECTACCOUNTINGDISTRIBUTION,(n/a),0,0
BI,AX_PJ_SCProjMasterCalculations,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SOURCEDOCUMENTLINE,(n/a),0,0
BI,AX_PJ_SCProjMasterCalculations,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,TAXTRANS,(n/a),0,0
BI,AX_PJ_SCProjMasterCalculations,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VENDINVOICEJOUR,(n/a),0,0
BI,PRD_Projects_AUC,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIMENSIONATTRIBUTEVALUECOMBINATION,(n/a),0,0
BI,PRD_Projects_AUC,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIRPARTYTABLE,(n/a),0,0
BI,PRD_Projects_AUC,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJCATEGORY,(n/a),0,0
BI,PRD_Projects_AUC,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJITEMTRANS,(n/a),0,0
BI,PRD_Projects_AUC,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJTABLE,(n/a),0,0
BI,PRD_Projects_AUC,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJTRANSPOSTING,(n/a),0,0
BI,PRD_Projects_AUC,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VENDINVOICEJOUR,(n/a),0,0
BI,PRD_Projects_AUC,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VENDINVOICETRANS,(n/a),0,0
BI,PRD_Projects_AUC,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VENDTABLE,(n/a),0,0
BI,PRD_Projects_AUC,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VENDTRANS,(n/a),0,0
BI,PRD_Projects_AUC,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VIRTUALDATAAREALIST,(n/a),0,0
BI,AX_GL_TotalSummary,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIMENSIONATTRIBUTEVALUECOMBINATION,(n/a),0,0
BI,AX_GL_TotalSummary,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,FISCALCALENDARPERIOD,(n/a),0,0
BI,AX_GL_TotalSummary,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,GENERALJOURNALACCOUNTENTRY,(n/a),0,0
BI,AX_GL_TotalSummary,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,GENERALJOURNALENTRY,(n/a),0,0
BI,AX_GL_TotalSummary,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,MAINACCOUNT,(n/a),0,0
BI,AX_GL_TotalSummary,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,MAINACCOUNTCATEGORY,(n/a),0,0
BI,AX_GL_TotalSummary,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,TRANSACTIONLOG,(n/a),0,0
BI,zPowerApps_PRDSite_Addresses,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTsite,(n/a),0,0
BI,zPowerApps_PRDSite_Addresses,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,LOGISTICSENTITYPOSTALADDRESSVIEW,(n/a),0,0
BI,AX_Project_BudgetCost,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,COSTCONTROLTRANSCOMMITTEDCOST,(n/a),0,0
BI,AX_Project_BudgetCost,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJBUDGETLINE,(n/a),0,0
BI,AX_Project_BudgetCost,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJCATEGORY,(n/a),0,0
BI,AX_Project_BudgetCost,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,projcosttrans,(n/a),0,0
BI,AX_Project_BudgetCost,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJTABLE,(n/a),0,0
BI,AX_Project_BudgetCost,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJTRANSPOSTING,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,CONTACTPERSON,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,CUSTTABLE,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DATAAREA,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIRPARTYTABLE,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,ECORESSIZE,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTPOSTING,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,MAINACCOUNT,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SALESLINE,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SALESTABLE,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SESFACILITYTANK,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SESSALESLINE,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SESSCATABLE,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SESUWITABLE,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SMMBUSRELTABLE,(n/a),0,0
BI,AX_PRDSales_Trans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VIRTUALDATAAREALIST,(n/a),0,0
BI,AX_AP_SCVendor,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VIRTUALDATAAREALIST,(n/a),0,0
BI,PowerApp_TA_CustomerPricing,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,CustTable,(n/a),0,0
BI,PowerApp_TA_CustomerPricing,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIRPARTYTABLE,(n/a),0,0
BI,PowerApp_TA_CustomerPricing,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,EcoResProduct,(n/a),0,0
BI,PowerApp_TA_CustomerPricing,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,EcoResProductTranslation,(n/a),0,0
BI,PowerApp_TA_CustomerPricing,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,InventDim,(n/a),0,0
BI,PowerApp_TA_CustomerPricing,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,InventSite,(n/a),0,0
BI,PowerApp_TA_CustomerPricing,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PriceDiscTable,(n/a),0,0
BI,PowerApp_TA_CustomerPricing,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,VirtualDataAreaList,(n/a),0,0
BI,PowerApp_TA_ItemPricingMain,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTSITE,(n/a),0,0
BI,AX_Item_PCConvert,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,ECORESPRODUCT,(n/a),0,0
BI,AX_Item_PCConvert,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,UNITOFMEASURE,(n/a),0,0
BI,AX_Item_PCConvert,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,UNITOFMEASURECONVERSION,(n/a),0,0
BI,AX_Project_BudgetTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,ProjBudget,(n/a),0,0
BI,AX_Project_BudgetTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,ProjBudgetLine,(n/a),0,0
BI,AX_Project_BudgetTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,ProjBudgetRevision,(n/a),0,0
BI,AX_Project_BudgetTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,ProjBudgetRevisionLine,(n/a),0,0
BI,AX_Project_BudgetTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,ProjCategory,(n/a),0,0
BI,AX_Project_BudgetTrans,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,ProjTable,(n/a),0,0
BI,AX_Item_PRDGLVolumeMap,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTPOSTING,(n/a),0,0
BI,AX_Item_PRDGLVolumeMap,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,MAINACCOUNT,(n/a),0,0
BI,AX_Item_PRDGLVolumeMap,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,MAINACCOUNTCATEGORY,(n/a),0,0
BI,AX_Item_PRDGLVolumeMap,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,SESTANKTYPE,(n/a),0,0
BI,AX_PJ_SCPOInvoices,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,DIRPARTYTABLE,(n/a),0,0
BI,AX_PJ_SCPOInvoices,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,INVENTMODELGROUPITEM,(n/a),0,0
BI,AX_PJ_SCPOInvoices,VIEW,(n/a),OBJECT_OR_COLUMN,NULL,AX_SECURE_PRD_REPLICA,dbo,PROJITEMTRANS,(n/a),0,0
